id,game_no,game_name,game_code,type,cost_price,tax,sale_price,date_of_sale
5458,32,GAME 32ZZZZZZZZZZZZZ,G32ZZ,1,99.19,8.93,119.03,2024-04-26 09:46:14
5459,100,GAME 100ZZZZZZZZZZZZ,G100Z,1,12.22,1.10,14.66,2024-04-22 09:23:52
5460,33,GAME 33ZZZZZZZZZZZZZ,G33ZZ,2,27.65,2.49,33.18,2024-04-11 15:53:35
5461,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,2,28.03,2.52,33.64,2024-04-05 17:51:56
5462,50,GAME 50ZZZZZZZZZZZZZ,G50ZZ,1,36.40,3.28,43.68,2024-04-02 08:08:57
5463,100,GAME 100ZZZZZZZZZZZZ,G100Z,2,67.46,6.07,80.95,2024-04-20 18:00:04
5464,92,GAME 92ZZZZZZZZZZZZZ,G92ZZ,1,8.93,0.80,10.72,2024-04-18 00:01:33
5465,30,GAME 30ZZZZZZZZZZZZZ,G30ZZ,1,56.69,5.10,68.03,2024-04-13 15:52:46
5466,31,GAME 31ZZZZZZZZZZZZZ,G31ZZ,2,43.65,3.93,52.38,2024-04-10 10:29:26
5467,62,GAME 62ZZZZZZZZZZZZZ,G62ZZ,1,29.07,2.62,34.88,2024-04-15 17:45:56
5468,40,GAME 40ZZZZZZZZZZZZZ,G40ZZ,1,9.03,0.81,10.84,2024-04-30 11:52:36
5469,2,GAME 2ZZZZZZZZZZZZZZ,G2ZZZ,1,26.90,2.42,32.28,2024-04-12 13:26:56
5470,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,2,67.65,6.09,81.18,2024-04-14 07:57:25
5471,24,GAME 24ZZZZZZZZZZZZZ,G24ZZ,1,9.80,0.88,11.76,2024-04-22 13:38:15
5472,94,GAME 94ZZZZZZZZZZZZZ,G94ZZ,1,68.10,6.13,81.72,2024-04-12 17:05:57
5473,59,GAME 59ZZZZZZZZZZZZZ,G59ZZ,1,70.81,6.37,84.97,2024-04-19 00:06:07
5474,74,GAME 74ZZZZZZZZZZZZZ,G74ZZ,2,27.99,2.52,33.59,2024-04-08 08:45:18
5475,39,GAME 39ZZZZZZZZZZZZZ,G39ZZ,2,76.60,6.89,91.92,2024-04-13 13:27:25
5476,14,GAME 14ZZZZZZZZZZZZZ,G14ZZ,2,52.02,4.68,62.42,2024-04-08 16:44:44
5477,57,GAME 57ZZZZZZZZZZZZZ,G57ZZ,1,20.25,1.82,24.30,2024-04-09 06:34:41
5478,62,GAME 62ZZZZZZZZZZZZZ,G62ZZ,1,86.10,7.75,103.32,2024-04-20 15:39:25
5479,18,GAME 18ZZZZZZZZZZZZZ,G18ZZ,2,33.40,3.01,40.08,2024-04-10 11:18:47
5480,60,GAME 60ZZZZZZZZZZZZZ,G60ZZ,1,1.33,0.12,1.60,2024-04-16 19:39:59
5481,4,GAME 4ZZZZZZZZZZZZZZ,G4ZZZ,2,51.13,4.60,61.36,2024-04-08 16:44:53
5482,31,GAME 31ZZZZZZZZZZZZZ,G31ZZ,2,15.08,1.36,18.10,2024-04-30 01:32:18
5483,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,2,57.45,5.17,68.94,2024-04-15 19:57:55
5484,78,GAME 78ZZZZZZZZZZZZZ,G78ZZ,1,88.68,7.98,106.42,2024-04-05 01:22:55
5485,11,GAME 11ZZZZZZZZZZZZZ,G11ZZ,1,86.91,7.82,104.29,2024-04-27 16:53:36
5486,52,GAME 52ZZZZZZZZZZZZZ,G52ZZ,2,22.95,2.07,27.54,2024-04-18 16:48:54
5487,100,GAME 100ZZZZZZZZZZZZ,G100Z,1,89.77,8.08,107.72,2024-04-07 22:06:18
5488,59,GAME 59ZZZZZZZZZZZZZ,G59ZZ,2,98.97,8.91,118.76,2024-04-16 07:56:38
5489,13,GAME 13ZZZZZZZZZZZZZ,G13ZZ,1,30.88,2.78,37.06,2024-04-29 23:41:33
5490,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,1,60.65,5.46,72.78,2024-04-22 18:18:38
5491,77,GAME 77ZZZZZZZZZZZZZ,G77ZZ,1,30.17,2.72,36.20,2024-04-04 16:45:50
5492,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,2,98.44,8.86,118.13,2024-04-17 01:42:13
5493,12,GAME 12ZZZZZZZZZZZZZ,G12ZZ,1,32.52,2.93,39.02,2024-04-25 23:32:28
5494,38,GAME 38ZZZZZZZZZZZZZ,G38ZZ,1,96.21,8.66,115.45,2024-04-30 02:13:30
5495,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,2,33.66,3.03,40.39,2024-04-04 09:10:41
5496,65,GAME 65ZZZZZZZZZZZZZ,G65ZZ,1,32.76,2.95,39.31,2024-04-15 21:47:05
5497,9,GAME 9ZZZZZZZZZZZZZZ,G9ZZZ,2,75.71,6.81,90.85,2024-04-29 04:34:55
5498,34,GAME 34ZZZZZZZZZZZZZ,G34ZZ,1,59.52,5.36,71.42,2024-04-22 02:30:45
5499,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,2,48.77,4.39,58.52,2024-04-04 05:56:17
5500,43,GAME 43ZZZZZZZZZZZZZ,G43ZZ,1,90.12,8.11,108.14,2024-04-22 01:27:16
5501,21,GAME 21ZZZZZZZZZZZZZ,G21ZZ,1,6.14,0.55,7.37,2024-04-13 21:06:06
5502,75,GAME 75ZZZZZZZZZZZZZ,G75ZZ,1,55.57,5.00,66.68,2024-04-21 08:07:10
5503,97,GAME 97ZZZZZZZZZZZZZ,G97ZZ,1,78.45,7.06,94.14,2024-04-24 16:16:23
5504,22,GAME 22ZZZZZZZZZZZZZ,G22ZZ,1,82.95,7.47,99.54,2024-04-14 19:28:45
5505,100,GAME 100ZZZZZZZZZZZZ,G100Z,2,91.18,8.21,109.42,2024-04-30 01:42:17
5506,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,2,10.90,0.98,13.08,2024-04-03 10:10:30
5507,13,GAME 13ZZZZZZZZZZZZZ,G13ZZ,2,81.48,7.33,97.78,2024-04-22 12:49:34
5508,31,GAME 31ZZZZZZZZZZZZZ,G31ZZ,2,41.26,3.71,49.51,2024-04-06 06:56:03
5509,12,GAME 12ZZZZZZZZZZZZZ,G12ZZ,1,29.03,2.61,34.84,2024-04-25 21:56:57
5510,51,GAME 51ZZZZZZZZZZZZZ,G51ZZ,2,55.46,4.99,66.55,2024-04-23 21:21:56
5511,84,GAME 84ZZZZZZZZZZZZZ,G84ZZ,2,66.52,5.99,79.82,2024-04-06 11:17:57
5512,50,GAME 50ZZZZZZZZZZZZZ,G50ZZ,2,72.49,6.52,86.99,2024-04-09 16:50:11
5513,65,GAME 65ZZZZZZZZZZZZZ,G65ZZ,1,93.69,8.43,112.43,2024-04-08 00:53:19
5514,1,GAME 1ZZZZZZZZZZZZZZ,G1ZZZ,1,52.20,4.70,62.64,2024-04-05 22:21:55
5515,80,GAME 80ZZZZZZZZZZZZZ,G80ZZ,2,61.62,5.55,73.94,2024-04-06 23:51:32
5516,71,GAME 71ZZZZZZZZZZZZZ,G71ZZ,2,25.43,2.29,30.52,2024-04-24 03:21:13
5517,9,GAME 9ZZZZZZZZZZZZZZ,G9ZZZ,1,19.32,1.74,23.18,2024-04-07 17:13:57
5518,78,GAME 78ZZZZZZZZZZZZZ,G78ZZ,2,68.40,6.16,82.08,2024-04-25 00:20:11
5519,68,GAME 68ZZZZZZZZZZZZZ,G68ZZ,1,70.08,6.31,84.10,2024-04-25 18:12:46
5520,23,GAME 23ZZZZZZZZZZZZZ,G23ZZ,1,1.52,0.14,1.82,2024-04-25 02:14:09
5521,95,GAME 95ZZZZZZZZZZZZZ,G95ZZ,2,91.28,8.22,109.54,2024-04-24 10:36:25
5522,34,GAME 34ZZZZZZZZZZZZZ,G34ZZ,2,36.23,3.26,43.48,2024-04-30 00:09:08
5523,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,2,48.26,4.34,57.91,2024-04-11 20:46:40
5524,23,GAME 23ZZZZZZZZZZZZZ,G23ZZ,2,83.54,7.52,100.25,2024-04-06 22:30:20
5525,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,2,21.80,1.96,26.16,2024-04-18 16:39:20
5526,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,1,75.83,6.82,91.00,2024-04-18 10:08:24
5527,96,GAME 96ZZZZZZZZZZZZZ,G96ZZ,1,62.32,5.61,74.78,2024-04-07 18:22:41
5528,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,2,0.67,0.06,0.80,2024-04-29 19:20:09
5529,51,GAME 51ZZZZZZZZZZZZZ,G51ZZ,1,45.80,4.12,54.96,2024-04-22 17:29:17
5530,11,GAME 11ZZZZZZZZZZZZZ,G11ZZ,1,51.16,4.60,61.39,2024-04-25 06:46:25
5531,64,GAME 64ZZZZZZZZZZZZZ,G64ZZ,1,99.44,8.95,119.33,2024-04-03 18:25:52
5532,95,GAME 95ZZZZZZZZZZZZZ,G95ZZ,1,19.92,1.79,23.90,2024-04-08 11:25:58
5533,94,GAME 94ZZZZZZZZZZZZZ,G94ZZ,2,76.63,6.90,91.96,2024-04-21 11:15:30
5534,18,GAME 18ZZZZZZZZZZZZZ,G18ZZ,1,98.43,8.86,118.12,2024-04-11 02:53:52
5535,92,GAME 92ZZZZZZZZZZZZZ,G92ZZ,2,24.56,2.21,29.47,2024-04-18 02:35:20
5536,87,GAME 87ZZZZZZZZZZZZZ,G87ZZ,1,46.32,4.17,55.58,2024-04-25 05:07:42
5537,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,2,12.98,1.17,15.58,2024-04-15 16:24:24
5538,39,GAME 39ZZZZZZZZZZZZZ,G39ZZ,2,7.94,0.71,9.53,2024-04-24 17:41:42
5539,40,GAME 40ZZZZZZZZZZZZZ,G40ZZ,2,85.57,7.70,102.68,2024-04-29 01:19:19
5540,53,GAME 53ZZZZZZZZZZZZZ,G53ZZ,2,28.98,2.61,34.78,2024-04-21 19:47:20
5541,86,GAME 86ZZZZZZZZZZZZZ,G86ZZ,1,86.10,7.75,103.32,2024-04-06 03:22:22
5542,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,2,53.04,4.77,63.65,2024-04-30 09:45:24
5543,32,GAME 32ZZZZZZZZZZZZZ,G32ZZ,2,79.23,7.13,95.08,2024-04-16 14:56:46
5544,12,GAME 12ZZZZZZZZZZZZZ,G12ZZ,1,6.48,0.58,7.78,2024-04-28 15:01:21
5545,29,GAME 29ZZZZZZZZZZZZZ,G29ZZ,1,81.81,7.36,98.17,2024-04-20 13:21:17
5546,25,GAME 25ZZZZZZZZZZZZZ,G25ZZ,2,44.89,4.04,53.87,2024-04-07 11:15:02
5547,51,GAME 51ZZZZZZZZZZZZZ,G51ZZ,1,95.93,8.63,115.12,2024-04-04 02:06:34
5548,33,GAME 33ZZZZZZZZZZZZZ,G33ZZ,1,83.49,7.51,100.19,2024-04-09 11:34:16
5549,86,GAME 86ZZZZZZZZZZZZZ,G86ZZ,1,63.28,5.70,75.94,2024-04-04 19:56:55
5550,66,GAME 66ZZZZZZZZZZZZZ,G66ZZ,1,48.47,4.36,58.16,2024-04-02 11:19:38
5551,38,GAME 38ZZZZZZZZZZZZZ,G38ZZ,2,64.21,5.78,77.05,2024-04-03 17:46:26
5552,5,GAME 5ZZZZZZZZZZZZZZ,G5ZZZ,1,10.37,0.93,12.44,2024-04-12 14:39:09
5553,98,GAME 98ZZZZZZZZZZZZZ,G98ZZ,2,59.76,5.38,71.71,2024-04-06 07:16:15
5554,34,GAME 34ZZZZZZZZZZZZZ,G34ZZ,1,23.82,2.14,28.58,2024-04-10 08:32:43
5555,77,GAME 77ZZZZZZZZZZZZZ,G77ZZ,2,15.83,1.42,19.00,2024-04-17 01:14:14
5556,27,GAME 27ZZZZZZZZZZZZZ,G27ZZ,2,40.11,3.61,48.13,2024-04-16 10:55:12
5557,45,GAME 45ZZZZZZZZZZZZZ,G45ZZ,2,71.68,6.45,86.02,2024-04-09 13:26:11
5558,59,GAME 59ZZZZZZZZZZZZZ,G59ZZ,1,56.98,5.13,68.38,2024-04-11 13:13:39
5559,30,GAME 30ZZZZZZZZZZZZZ,G30ZZ,1,88.54,7.97,106.25,2024-04-26 18:45:42
5560,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,2,60.16,5.41,72.19,2024-04-18 14:05:18
5561,49,GAME 49ZZZZZZZZZZZZZ,G49ZZ,1,75.34,6.78,90.41,2024-04-04 17:01:15
5562,99,GAME 99ZZZZZZZZZZZZZ,G99ZZ,2,17.56,1.58,21.07,2024-04-26 07:19:02
5563,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,2,77.29,6.96,92.75,2024-04-27 10:53:16
5564,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,2,43.23,3.89,51.88,2024-04-03 07:40:04
5565,52,GAME 52ZZZZZZZZZZZZZ,G52ZZ,1,89.78,8.08,107.74,2024-04-23 22:24:42
5566,84,GAME 84ZZZZZZZZZZZZZ,G84ZZ,2,23.93,2.15,28.72,2024-04-16 01:25:45
5567,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,2,34.97,3.15,41.96,2024-04-01 01:31:34
5568,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,2,28.31,2.55,33.97,2024-04-10 12:08:39
5569,64,GAME 64ZZZZZZZZZZZZZ,G64ZZ,2,94.42,8.50,113.30,2024-04-04 15:42:48
5570,70,GAME 70ZZZZZZZZZZZZZ,G70ZZ,2,13.37,1.20,16.04,2024-04-14 06:26:17
5571,5,GAME 5ZZZZZZZZZZZZZZ,G5ZZZ,1,10.88,0.98,13.06,2024-04-16 22:26:39
5572,43,GAME 43ZZZZZZZZZZZZZ,G43ZZ,1,32.86,2.96,39.43,2024-04-03 20:19:31
5573,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,2,59.59,5.36,71.51,2024-04-06 16:07:53
5574,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,1,2.32,0.21,2.78,2024-04-25 16:05:13
5575,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,2,99.32,8.94,119.18,2024-04-28 04:46:06
5576,2,GAME 2ZZZZZZZZZZZZZZ,G2ZZZ,1,8.76,0.79,10.51,2024-04-01 22:28:05
5577,13,GAME 13ZZZZZZZZZZZZZ,G13ZZ,2,71.85,6.47,86.22,2024-04-06 06:32:33
5578,41,GAME 41ZZZZZZZZZZZZZ,G41ZZ,1,81.78,7.36,98.14,2024-04-23 17:44:28
5579,100,GAME 100ZZZZZZZZZZZZ,G100Z,2,51.52,4.64,61.82,2024-04-02 12:38:50
5580,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,1,87.44,7.87,104.93,2024-04-19 06:11:48
5581,55,GAME 55ZZZZZZZZZZZZZ,G55ZZ,1,2.93,0.26,3.52,2024-04-12 11:12:19
5582,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,1,24.69,2.22,29.63,2024-04-10 18:32:27
5583,29,GAME 29ZZZZZZZZZZZZZ,G29ZZ,2,82.12,7.39,98.54,2024-04-11 11:13:46
5584,39,GAME 39ZZZZZZZZZZZZZ,G39ZZ,1,15.34,1.38,18.41,2024-04-07 09:06:03
5585,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,2,84.89,7.64,101.87,2024-04-19 06:20:25
5586,59,GAME 59ZZZZZZZZZZZZZ,G59ZZ,1,85.67,7.71,102.80,2024-04-23 21:52:14
5587,55,GAME 55ZZZZZZZZZZZZZ,G55ZZ,1,75.95,6.84,91.14,2024-04-20 23:38:14
5588,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,1,57.46,5.17,68.95,2024-04-28 16:18:23
5589,59,GAME 59ZZZZZZZZZZZZZ,G59ZZ,1,14.82,1.33,17.78,2024-04-03 04:34:43
5590,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,2,49.16,4.42,58.99,2024-04-23 06:10:40
5591,98,GAME 98ZZZZZZZZZZZZZ,G98ZZ,2,72.60,6.53,87.12,2024-04-15 15:36:56
5592,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,2,45.86,4.13,55.03,2024-04-06 03:11:36
5593,99,GAME 99ZZZZZZZZZZZZZ,G99ZZ,1,19.82,1.78,23.78,2024-04-07 03:01:46
5594,94,GAME 94ZZZZZZZZZZZZZ,G94ZZ,2,28.97,2.61,34.76,2024-04-25 04:49:53
5595,6,GAME 6ZZZZZZZZZZZZZZ,G6ZZZ,1,74.59,6.71,89.51,2024-04-20 08:04:04
5596,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,1,70.83,6.37,85.00,2024-04-22 20:49:36
5597,1,GAME 1ZZZZZZZZZZZZZZ,G1ZZZ,2,67.51,6.08,81.01,2024-04-09 23:00:07
5598,32,GAME 32ZZZZZZZZZZZZZ,G32ZZ,1,42.03,3.78,50.44,2024-04-25 01:50:41
5599,79,GAME 79ZZZZZZZZZZZZZ,G79ZZ,2,90.38,8.13,108.46,2024-04-06 04:41:42
5600,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,2,55.07,4.96,66.08,2024-04-24 12:33:59
5601,64,GAME 64ZZZZZZZZZZZZZ,G64ZZ,2,8.34,0.75,10.01,2024-04-26 13:09:43
5602,3,GAME 3ZZZZZZZZZZZZZZ,G3ZZZ,2,69.76,6.28,83.71,2024-04-08 07:55:52
5603,4,GAME 4ZZZZZZZZZZZZZZ,G4ZZZ,2,85.59,7.70,102.71,2024-04-22 06:28:36
5604,98,GAME 98ZZZZZZZZZZZZZ,G98ZZ,1,15.61,1.40,18.73,2024-04-05 18:41:39
5605,6,GAME 6ZZZZZZZZZZZZZZ,G6ZZZ,1,84.56,7.61,101.47,2024-04-14 01:11:12
5606,17,GAME 17ZZZZZZZZZZZZZ,G17ZZ,1,83.76,7.54,100.51,2024-04-08 12:29:35
5607,68,GAME 68ZZZZZZZZZZZZZ,G68ZZ,1,74.99,6.75,89.99,2024-04-10 02:44:33
5608,58,GAME 58ZZZZZZZZZZZZZ,G58ZZ,1,5.02,0.45,6.02,2024-04-29 19:48:24
5609,68,GAME 68ZZZZZZZZZZZZZ,G68ZZ,2,35.18,3.17,42.22,2024-04-08 17:44:06
5610,78,GAME 78ZZZZZZZZZZZZZ,G78ZZ,1,47.29,4.26,56.75,2024-04-23 15:48:07
5611,14,GAME 14ZZZZZZZZZZZZZ,G14ZZ,2,43.64,3.93,52.37,2024-04-26 12:06:13
5612,47,GAME 47ZZZZZZZZZZZZZ,G47ZZ,1,31.26,2.81,37.51,2024-04-06 01:06:08
5613,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,1,68.64,6.18,82.37,2024-04-02 04:49:28
5614,50,GAME 50ZZZZZZZZZZZZZ,G50ZZ,1,10.69,0.96,12.83,2024-04-09 15:44:51
5615,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,2,38.53,3.47,46.24,2024-04-08 11:31:36
5616,41,GAME 41ZZZZZZZZZZZZZ,G41ZZ,1,86.11,7.75,103.33,2024-04-26 16:34:40
5617,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,2,63.39,5.71,76.07,2024-04-16 22:27:51
5618,36,GAME 36ZZZZZZZZZZZZZ,G36ZZ,1,97.60,8.78,117.12,2024-04-20 23:11:23
5619,50,GAME 50ZZZZZZZZZZZZZ,G50ZZ,1,21.57,1.94,25.88,2024-04-05 18:20:38
5620,97,GAME 97ZZZZZZZZZZZZZ,G97ZZ,2,64.04,5.76,76.85,2024-04-27 22:33:25
5621,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,1,92.20,8.30,110.64,2024-04-29 06:39:54
5622,23,GAME 23ZZZZZZZZZZZZZ,G23ZZ,1,29.37,2.64,35.24,2024-04-13 21:05:09
5623,100,GAME 100ZZZZZZZZZZZZ,G100Z,2,21.71,1.95,26.05,2024-04-17 22:01:25
5624,96,GAME 96ZZZZZZZZZZZZZ,G96ZZ,2,27.10,2.44,32.52,2024-04-04 09:50:31
5625,77,GAME 77ZZZZZZZZZZZZZ,G77ZZ,1,48.88,4.40,58.66,2024-04-21 20:42:39
5626,79,GAME 79ZZZZZZZZZZZZZ,G79ZZ,2,57.19,5.15,68.63,2024-04-27 09:11:40
5627,21,GAME 21ZZZZZZZZZZZZZ,G21ZZ,2,67.07,6.04,80.48,2024-04-17 12:01:08
5628,69,GAME 69ZZZZZZZZZZZZZ,G69ZZ,1,67.58,6.08,81.10,2024-04-28 21:11:08
5629,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,1,84.93,7.64,101.92,2024-04-08 19:50:16
5630,43,GAME 43ZZZZZZZZZZZZZ,G43ZZ,1,65.91,5.93,79.09,2024-04-30 00:18:58
5631,95,GAME 95ZZZZZZZZZZZZZ,G95ZZ,1,18.42,1.66,22.10,2024-04-15 23:02:49
5632,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,2,37.61,3.38,45.13,2024-04-20 19:40:26
5633,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,1,40.57,3.65,48.68,2024-04-14 09:14:36
5634,55,GAME 55ZZZZZZZZZZZZZ,G55ZZ,1,79.65,7.17,95.58,2024-04-08 15:39:19
5635,61,GAME 61ZZZZZZZZZZZZZ,G61ZZ,2,62.71,5.64,75.25,2024-04-15 23:39:35
5636,6,GAME 6ZZZZZZZZZZZZZZ,G6ZZZ,1,54.37,4.89,65.24,2024-04-18 01:58:45
5637,80,GAME 80ZZZZZZZZZZZZZ,G80ZZ,1,77.03,6.93,92.44,2024-04-09 12:36:00
5638,89,GAME 89ZZZZZZZZZZZZZ,G89ZZ,2,37.10,3.34,44.52,2024-04-16 22:02:19
5639,36,GAME 36ZZZZZZZZZZZZZ,G36ZZ,1,59.15,5.32,70.98,2024-04-02 15:58:42
5640,94,GAME 94ZZZZZZZZZZZZZ,G94ZZ,1,51.35,4.62,61.62,2024-04-26 04:21:40
5641,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,2,87.73,7.90,105.28,2024-04-22 03:01:24
5642,3,GAME 3ZZZZZZZZZZZZZZ,G3ZZZ,1,14.48,1.30,17.38,2024-04-16 10:21:46
5643,10,GAME 10ZZZZZZZZZZZZZ,G10ZZ,2,61.59,5.54,73.91,2024-04-05 21:59:09
5644,43,GAME 43ZZZZZZZZZZZZZ,G43ZZ,2,29.01,2.61,34.81,2024-04-18 08:39:57
5645,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,1,82.23,7.40,98.68,2024-04-13 00:42:28
5646,70,GAME 70ZZZZZZZZZZZZZ,G70ZZ,1,55.70,5.01,66.84,2024-04-14 00:46:54
5647,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,1,68.48,6.16,82.18,2024-04-18 08:47:20
5648,24,GAME 24ZZZZZZZZZZZZZ,G24ZZ,2,63.49,5.71,76.19,2024-04-27 20:28:04
5649,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,2,1.00,0.09,1.20,2024-04-24 07:12:17
5650,59,GAME 59ZZZZZZZZZZZZZ,G59ZZ,1,23.03,2.07,27.64,2024-04-01 19:47:24
5651,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,1,76.68,6.90,92.02,2024-04-16 03:45:54
5652,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,2,59.29,5.34,71.15,2024-04-30 17:53:43
5653,59,GAME 59ZZZZZZZZZZZZZ,G59ZZ,1,29.61,2.66,35.53,2024-04-16 05:35:27
5654,60,GAME 60ZZZZZZZZZZZZZ,G60ZZ,1,6.89,0.62,8.27,2024-04-24 19:29:47
5655,95,GAME 95ZZZZZZZZZZZZZ,G95ZZ,1,36.81,3.31,44.17,2024-04-04 22:32:24
5656,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,1,80.45,7.24,96.54,2024-04-04 01:33:42
5657,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,2,38.42,3.46,46.10,2024-04-06 12:31:55
5658,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,2,31.00,2.79,37.20,2024-04-02 20:01:24
5659,30,GAME 30ZZZZZZZZZZZZZ,G30ZZ,1,26.30,2.37,31.56,2024-04-09 18:14:54
5660,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,1,65.66,5.91,78.79,2024-04-28 21:25:29
5661,54,GAME 54ZZZZZZZZZZZZZ,G54ZZ,2,78.14,7.03,93.77,2024-04-18 10:31:10
5662,20,GAME 20ZZZZZZZZZZZZZ,G20ZZ,2,57.99,5.22,69.59,2024-04-19 12:06:07
5663,49,GAME 49ZZZZZZZZZZZZZ,G49ZZ,2,71.66,6.45,85.99,2024-04-05 11:32:46
5664,65,GAME 65ZZZZZZZZZZZZZ,G65ZZ,1,25.62,2.31,30.74,2024-04-02 15:16:52
5665,58,GAME 58ZZZZZZZZZZZZZ,G58ZZ,1,13.23,1.19,15.88,2024-04-14 20:19:21
5666,61,GAME 61ZZZZZZZZZZZZZ,G61ZZ,2,42.16,3.79,50.59,2024-04-10 22:35:27
5667,95,GAME 95ZZZZZZZZZZZZZ,G95ZZ,1,63.75,5.74,76.50,2024-04-03 21:21:44
5668,70,GAME 70ZZZZZZZZZZZZZ,G70ZZ,1,35.14,3.16,42.17,2024-04-17 21:59:33
5669,9,GAME 9ZZZZZZZZZZZZZZ,G9ZZZ,2,72.91,6.56,87.49,2024-04-11 10:57:14
5670,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,1,88.57,7.97,106.28,2024-04-11 04:45:44
5671,98,GAME 98ZZZZZZZZZZZZZ,G98ZZ,2,18.72,1.68,22.46,2024-04-04 18:23:30
5672,86,GAME 86ZZZZZZZZZZZZZ,G86ZZ,1,69.22,6.23,83.06,2024-04-27 22:26:18
5673,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,2,44.66,4.02,53.59,2024-04-15 19:13:48
5674,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,1,62.90,5.66,75.48,2024-04-29 11:51:50
5675,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,1,43.59,3.92,52.31,2024-04-20 18:50:42
5676,79,GAME 79ZZZZZZZZZZZZZ,G79ZZ,2,90.52,8.15,108.62,2024-04-19 16:34:10
5677,49,GAME 49ZZZZZZZZZZZZZ,G49ZZ,2,27.20,2.45,32.64,2024-04-08 03:15:35
5678,53,GAME 53ZZZZZZZZZZZZZ,G53ZZ,2,53.06,4.78,63.67,2024-04-16 14:35:19
5679,46,GAME 46ZZZZZZZZZZZZZ,G46ZZ,1,67.84,6.11,81.41,2024-04-10 08:59:19
5680,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,1,75.74,6.82,90.89,2024-04-16 21:50:23
5681,79,GAME 79ZZZZZZZZZZZZZ,G79ZZ,2,98.33,8.85,118.00,2024-04-06 15:57:41
5682,77,GAME 77ZZZZZZZZZZZZZ,G77ZZ,2,12.16,1.09,14.59,2024-04-04 02:43:51
5683,55,GAME 55ZZZZZZZZZZZZZ,G55ZZ,2,2.46,0.22,2.95,2024-04-08 09:31:19
5684,94,GAME 94ZZZZZZZZZZZZZ,G94ZZ,2,70.66,6.36,84.79,2024-04-04 04:40:19
5685,67,GAME 67ZZZZZZZZZZZZZ,G67ZZ,1,39.08,3.52,46.90,2024-04-02 07:58:56
5686,21,GAME 21ZZZZZZZZZZZZZ,G21ZZ,1,12.98,1.17,15.58,2024-04-20 12:27:11
5687,44,GAME 44ZZZZZZZZZZZZZ,G44ZZ,1,84.33,7.59,101.20,2024-04-21 20:51:36
5688,65,GAME 65ZZZZZZZZZZZZZ,G65ZZ,2,87.30,7.86,104.76,2024-04-02 12:30:50
5689,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,1,87.70,7.89,105.24,2024-04-17 18:09:00
